0.018814955	0.023504918	-0.033833034	0.024164125	-0.03192287	-0.030786697	-0.02074197	-0.009783904	-0.03820427	-0.011310339	-0.04768769	0.040569223	-0.017932411	0.010650553	0.0015274518	-0.03715266
0.22613168	0.24360454	0.19378754	0.19165815	-0.22238575	0.25651345	-0.22059545	-0.25152045	0.25904796	-0.23626244	-0.17140642	-0.26735076	0.17897858	0.24735503	-0.19204757	0.18838863
0.20202085	0.24021305	0.20258035	0.22124699	-0.23693556	0.22803062	-0.24144992	-0.2285345	0.22324671	-0.15518807	-0.23746088	-0.22286041	0.24794024	0.22413926	-0.17873901	0.22072667
-0.018116988	0.043664042	0.013301935	0.013756644	-0.017451752	-0.025432063	-0.009203255	-0.022154367	0.008647837	0.02999406	-0.012817048	0.009292234	-0.019166708	-0.02561735	0.0027562603	0.030434322
-0.07643226	-0.104261465	-0.09420392	-0.085407384	0.03385633	-0.10266392	0.044755135	0.10579984	-0.020504162	0.085640796	0.020510169	0.060895313	-0.048280433	-0.064347334	0.08329702	-0.048834924
-0.45773536	-0.35957104	-0.36695665	-0.4874533	0.49685878	-0.409857	0.45048976	0.3858669	-0.37306568	0.37056777	0.4329289	0.55758685	-0.47523952	-0.5242707	0.34819773	-0.3812092
-0.0063362704	-0.004331508	-0.01499317	-0.07078874	0.034355044	-0.06454047	0.029454777	0.05630803	-0.012789766	0.03500974	-0.01509524	0.0012070991	0.0076757483	-0.036386963	0.036271255	0.016851498
-0.029833535	0.050388806	0.01691158	-0.005458048	0.028909644	0.052517176	-0.0038819248	0.003430734	0.008450602	-0.031108644	0.019308858	0.033273418	0.018707369	-0.06401296	0.004968485	-0.017545512
0.16534805	0.16043234	0.14722116	0.19212037	-0.15249431	0.18761314	-0.17419739	-0.117315404	0.17227925	-0.16141415	-0.15102865	-0.18604173	0.1581166	0.189886	-0.17470968	0.11072192
-0.2849359	-0.27990258	-0.19598491	-0.31637603	0.26550844	-0.2573185	0.27063477	0.26972207	-0.23915778	0.21389765	0.2817521	0.33742785	-0.25029987	-0.26937345	0.254736	-0.1942817
0.15586612	0.14388709	0.14975697	0.13440707	-0.1958987	0.12270574	-0.19149141	-0.07279851	0.10879073	-0.14033188	-0.08954614	-0.19737221	0.09686448	0.107241094	-0.09938791	0.09092671
-0.14763571	-0.05866194	-0.013085227	-0.12757625	0.13065253	-0.07625085	0.14100255	0.056153122	-0.107829474	0.018019577	0.060087457	0.11334579	-0.08216795	-0.084754914	0.1064787	-0.045769673
-0.5434116	-0.48825788	-0.4742076	-0.5157865	0.5036986	-0.49593326	0.5484934	0.49967057	-0.51462215	0.45684734	0.5709739	0.5462858	-0.53542626	-0.50478184	0.4993552	-0.4799129
-0.1616953	-0.26916885	-0.27946118	-0.19332679	0.27603167	-0.22473466	0.20622705	0.16303417	-0.22208792	0.20568791	0.2343732	0.23206821	-0.24777149	-0.22928438	0.20668505	-0.2629766
0.3682466	0.22881633	0.3114774	0.34269884	-0.35558698	0.30572858	-0.32830566	-0.22945467	0.2795728	-0.30870333	-0.24584818	-0.37406683	0.29438767	0.3057578	-0.30597147	0.24825218
0.044228513	0.038522758	0.037056874	0.032380663	-0.028309949	0.05803723	-0.036348943	0.035761423	-0.024545774	-0.02798263	-0.0015572037	-0.011281858	-0.010201725	-0.015554705	0.0055759302	0.0089233
0.33726013	0.26746953	0.31624573	0.34230623	-0.35223186	0.24526094	-0.32061845	-0.30436265	0.31285644	-0.28292054	-0.30188388	-0.3963942	0.3347416	0.37000272	-0.23812671	0.30106205
-0.29925552	-0.20560849	-0.16829865	-0.29225448	0.31004587	-0.25004765	0.2856428	0.248015	-0.26122397	0.23196106	0.26245245	0.28922158	-0.27281427	-0.27594686	0.19353914	-0.21888049
0.15774079	0.11104514	0.17922486	0.16226609	-0.17516392	0.14455228	-0.18909568	-0.09152024	0.113809854	-0.17452532	-0.18046641	-0.2073673	0.10530307	0.16120784	-0.09946167	0.14513494
-0.07162079	-0.090602696	-0.07924665	-0.15145122	0.13313717	-0.117887825	0.15011637	0.0732317	-0.08958417	0.03315707	0.06648305	0.15370752	-0.08475142	-0.13042061	0.10349603	-0.054892134
0.201158	0.07672181	0.10181321	0.25151578	-0.17792147	0.1563301	-0.17182025	-0.16211076	0.120810315	-0.13407317	-0.09452833	-0.28951725	0.22137389	0.2039607	-0.09428033	0.11911042
